Station,Type,line,Longitude,Latitude,Aliases
"Wädenswil, Chotten",bus station,128|E,8.631982,47.2210316,chotten|wadenswilchotten
"Wädenswil, Coop",bus station,123|125|126|127|128|150|160|N28,8.6731694,47.2297731,wadenswilcoop
"Wädenswil, Eichweid",bus station,123|126|150|160|N28,8.6757187,47.2183841,eichweid|wadenswileichweid
"Wädenswil, Feld",bus station,128|150|160|E|N28,8.6646105,47.2136002,wadenswilfeld
"Wädenswil, Forschungsanstalt",bus station,123|126|150|160|N28,8.6747771,47.2216327,wadenswilforschungsanstalt
"Wädenswil, Friedhof",bus station,150|160|E,8.6736353,47.2207903,wadenswilfriedhof
"Wädenswil, Frohmatt",bus station,127,8.66259,47.2297241,frohmatt|wadenswilfrohmatt
"Wädenswil, Giessen",bus station,125,8.6827867,47.2236694,wadenswilgiessen
"Wädenswil, Gisenrüti",bus station,128|E,8.6478401,47.2122752,gisenruti|wadenswilgisenruti
"Wädenswil, Glärnisch",bus station,123|127|128|150,8.6677737,47.2300197,glarnisch|wadenswilglarnisch
"Wädenswil, Gulmenmatt",bus station,123|128|150,8.6598832,47.23148,gulmenmatt|wadenswilgulmenmatt
"Wädenswil, Hallenbad/Frohmatt",bus station,123|126|E|N28,8.6610057,47.2291652,hallenbad frohmatt|hallenbadfrohmatt|wadenswilhallenbadfrohmatt
"Wädenswil, Hangenmoos",bus station,126|128|150|E|N28,8.6531722,47.2342946,hangenmoos|wadenswilhangenmoos
"Wädenswil, Herrlisberg",bus station,128|150|E|N28,8.6600022,47.2199282,herrlisberg|wadenswilherrlisberg
"Wädenswil, Hintere Rüti Ost",bus station,122|126|128|131|150|E|N28,8.6360634,47.2352384,hintere ruti ost|hintererutiost|wadenswilhintererutiost
"Wädenswil, Hintere Rüti West",bus station,122|126|128|131|150|E|N28,8.6360749,47.235751,hintere ruti west|hintererutiwest|wadenswilhintererutiwest
"Wädenswil, Krähbach",bus station,123|128|150,8.6641643,47.2309937,krahbach|wadenswilkrahbach
"Wädenswil, Lätten",bus station,127,8.6644886,47.2330413,wadenswillatten
"Wädenswil, Meierhof",bus station,125|129,8.6818239,47.2231491,meierhof|wadenswilmeierhof
"Wädenswil, Meierhof-Rain",bus station,125|129,8.6799776,47.2226832,meierhof rain|meierhofrain|wadenswilmeierhofrain
"Wädenswil, Mugern",bus station,128|E,8.635181,47.217652,mugern|wadenswilmugern
"Wädenswil, Mühlebach",bus station,123|126|150|160|E|N28,8.673061,47.223936,muhlebach|wadenswilmuhlebach
"Wädenswil, Neubühl",bus station,128|131|150|E|N28,8.6343532,47.2319997,wadenswilneubuhl
"Wädenswil, Neudorf",bus station,127,8.6657021,47.2312472,neudorf|wadenswilneudorf
"Wädenswil, Oedischwend",bus station,128|150|E|N28,8.6473024,47.2264491,oedischwend|wadenswiloedischwend
"Wädenswil, Reidbach",bus station,125|129,8.6847979,47.2210119,reidbach|wadenswilreidbach
"Wädenswil, Rötiboden",bus station,123|126|E|N28,8.6641249,47.226973,rotiboden|wadenswilrotiboden
"Wädenswil, Sandhof",bus station,150|160|E,8.6694825,47.2193505,sandhof|wadenswilsandhof
"Wädenswil, Schlossbergstrasse",bus station,125|129,8.6749928,47.2252467,schlossbergstr|schlossbergstrasse|wadenswil schlossbergstr|wadenswilschlossbergstrasse
"Wädenswil, Schluchtal",bus station,128|E,8.6413117,47.2149164,schluchtal|wadenswilschluchtal
"Wädenswil, Schmiedstube",bus station,123|125|126|150|160|E|N28,8.6704543,47.2277151,schmiedstube|wadenswilschmiedstube
"Wädenswil, Schwanen",bus station,123|127|128|150,8.6705793,47.2297019,schwanen|wadenswilschwanen
"Wädenswil, Sonnenrainstrasse",bus station,123|126|150|160|E,8.6718422,47.2294904,sonnenrainstr|sonnenrainstrasse|wadenswil sonnenrainstr|wadenswilsonnenrainstrasse
"Wädenswil, Staubeweidli",bus station,125,8.686337,47.2218948,staubeweidli|wadenswilstaubeweidli
"Wädenswil, Tiefenhof",bus station,127,8.6621601,47.2345953,tiefenhof|wadenswiltiefenhof
"Wädenswil, Tiefenhofstrasse",bus station,121|122|N28,8.6625223,47.2365705,tiefenhofstr|tiefenhofstrasse|wadenswil tiefenhofstr|wadenswiltiefenhofstrasse
"Wädenswil, Tiefenhofweiher",bus station,127,8.6601797,47.2340496,tiefenhofweiher|wadenswiltiefenhofweiher
"Wädenswil, Tobelrain",bus station,123|126|E|N28,8.6593127,47.2307844,tobelrain|wadenswiltobelrain
"Wädenswil, Töbelibach",bus station,123|126|E|N28,8.6692038,47.2233026,tobelibach|wadenswiltobelibach
"Wädenswil, Weinrebe",bus station,121|122|N28,8.6722834,47.2314378,wadenswilweinrebe|weinrebe
"Wädenswil, Winterberg",bus station,126|128|150|E|N28,8.646007,47.2369157,wadenswilwinterberg|winterberg
"Wängi, Froheggstrasse",bus station,841,8.9496,47.5025,froheggstr|froheggstrasse|wangi froheggstr|wangifroheggstrasse
Würenlos,train station,S6|SN6,8.3574436,47.4457426,
"Würenlos, Altwiesen",bus station,11,8.3622,47.4341,altwiesen|wurenlosaltwiesen
"Würenlos, Bahnhof",bus station,1|EV1|EV2|N35,8.3599034,47.4461368,wurenlosbahnhof
"Würenlos, Bahnhofplatz",bus station,11,8.3591,47.4458,wurenlos bahnhofplz|wurenlosbahnhofplatz
"Würenlos, Bettlen",bus station,1|N35,8.3708,47.4461,bettlen|wurenlosbettlen
"Würenlos, Brunnenweg",bus station,11,8.3672,47.4458,brunnenweg|wurenlosbrunnenweg
"Würenlos, Büntenstrasse",bus station,1|11|N35,8.3673,47.4445,buntenstr|buntenstrasse|wurenlos buntenstr|wurenlosbuntenstrasse
"Würenlos, Flüefeld",bus station,1,8.3502,47.4529,fluefeld|wurenlosfluefeld
"Würenlos, Limmatbrücke",bus station,11,8.3568,47.4353,wurenloslimmatbrucke
"Würenlos, Lärchenweg",bus station,11,8.3644,47.4385,wurenloslarchenweg
"Würenlos, Raiffeisenbank",bus station,1|11|N35,8.3645,47.4417,raiffeisenbank|wurenlosraiffeisenbank
"Würenlos, Rössliplatz",bus station,1|N35,8.3626,47.4425,rossliplatz|rossliplz|wurenlos rossliplz|wurenlosrossliplatz
"Würenlos, Spycher",bus station,11,8.3637,47.4446,spycher|wurenlosspycher
"Würenlos, Steigass",bus station,11,8.3627,47.4359,steigass|wurenlossteigass
"Zch, Bhf.Wollishofen/Staubstr.",tram station,7|70|184|185|N16,8.5329176,47.347033,bhf wollishofen staubstr|bhfwollishofenstaubstr|zchbhfwollishofenstaubstr
"Zell ZH, Dorf",bus station,N68,8.8223872,47.44796,zellzhdorf
"Zell ZH, Hand",bus station,682,8.84464,47.4580364,zellzhhand
"Zell ZH, Mühliwies",bus station,N68,8.8204944,47.4429901,muhliwies|zellzhmuhliwies
"Zollikerb., Langägerten/Spital",bus station,18|91|910,8.5979039,47.3465157,langagerten spital|langagertenspital|zollikerblangagertenspital
Zollikerberg,train station,18|EV|S18|SN18,8.6034132,47.3460734,
"Zollikerberg, Hasenbart",bus station,91,8.5977174,47.3501157,hasenbart|zollikerberghasenbart
"Zollikerberg, Sennhof",bus station,910,8.6151282,47.3485633,zollikerbergsennhof
"Zollikerberg, Spital",bus station,91,8.5960379,47.3483514,zollikerbergspital
"Zollikerberg, Station",bus station,18|91|910,8.6021552,47.3460411,zollikerbergstation
"Zollikerberg, Station/Q treff",bus station,910|EV,8.6045178,47.3463501,station q treff|stationqtreff|zollikerbergstationqtreff
"Zollikerberg, Trichtenhauserm.",bus station,91,8.6019507,47.3506218,trichtenhauserm|zollikerbergtrichtenhauserm
Zollikon,train station,S6|S16|SN7,8.5693943,47.3377132,
Zollikon (See),station,3731,8.5673189,47.3390648,zollikonsee
"Zollikon, Allmend",bus station,910,8.5830841,47.3429755,zollikonallmend
"Zollikon, Bahnhof",bus station,99|910|N4,8.5697792,47.3377634,zollikonbahnhof
"Zollikon, Bahnübergang",bus station,912|916|N91,8.5661009,47.3459221,bahnubergang|zollikonbahnubergang
"Zollikon, Beugi",bus station,912|916|N91,8.5750714,47.3364791,beugi|zollikonbeugi
"Zollikon, Bleulerstrasse",bus station,77|99,8.5716441,47.3470642,zollikon bleulerstr|zollikonbleulerstrasse
"Zollikon, Dufourplatz",bus station,99|910|912|916|N4|N91,8.5726541,47.3404158,dufourplatz|dufourplz|zollikon dufourplz|zollikondufourplatz
"Zollikon, Felbenstrasse",bus station,912|916|N91,8.5696299,47.343207,felbenstr|felbenstrasse|zollikon felbenstr|zollikonfelbenstrasse
"Zollikon, Gemeindehaus",bus station,99|910|N4,8.5759697,47.340752,zollikongemeindehaus
"Zollikon, Goldhaldenplatz",bus station,912|916|N91,8.5777111,47.3349238,goldhaldenplatz|goldhaldenplz|zollikon goldhaldenplz|zollikongoldhaldenplatz
"Zollikon, Höhestrasse",bus station,910,8.5815217,47.3398516,hohestr|hohestrasse|zollikon hohestr|zollikonhohestrasse
"Zollikon, Niederhofenrain",bus station,77|99|N4,8.5764637,47.3477814,niederhofenrain|zollikonniederhofenrain
"Zollikon, Rebwiesstrasse",bus station,910,8.5891118,47.3457131,rebwiesstr|rebwiesstrasse|zollikon rebwiesstr|zollikonrebwiesstrasse
"Zollikon, Rotfluhstrasse",bus station,99|N4,8.5770938,47.3431966,rotfluhstr|rotfluhstrasse|zollikon rotfluhstr|zollikonrotfluhstrasse
"Zollikon, Schützenstrasse",bus station,910,8.5861168,47.3449153,zollikon schutzenstr|zollikonschutzenstrasse
Zufikon,train station,N32|S17,8.3557859,47.3495113,
Zufikon Belvédère,train station,S17,8.3592339,47.3575793,zufikonbelvedere
Zufikon Hammergut,train station,N32|S17,8.352016,47.3612346,zufikonhammergut
"Zufikon, Algier",bus station,231|338,8.3546733,47.3417575,algier|zufikonalgier
"Zufikon, Bachhalde",bus station,338,8.356,47.3502,bachhalde|zufikonbachhalde
"Zufikon, Bahnhof",bus station,EV1,8.3548,47.3526,zufikonbahnhof
"Zufikon, Belvédère Bahnhof",bus station,EV1,8.3592,47.3577,belvedere bahnhof|belvederebahnhof|zufikonbelvederebahnhof
"Zufikon, Emaus",bus station,231|338,8.351931,47.3446756,emaus|zufikonemaus
"Zufikon, Haldenstrasse",bus station,338,8.357,47.3433,zufikon haldenstr|zufikonhaldenstrasse
"Zufikon, Hammergut Bahnhof",bus station,EV1,8.3544,47.356,hammergut bahnhof|hammergutbahnhof|zufikonhammergutbahnhof
"Zufikon, Schulanlage",bus station,338,8.3584,47.3475,schulanlage|zufikonschulanlage
"Zufikon, Volg",bus station,338,8.3571,47.3454,zufikonvolg
Zug,train station,EC|EXT|IC|IC2|IC21|IR|IR46|IR70|IR75|N7|RE|RE2|S1|S2|S5|S23|S24|SN5,8.5152213,47.1738851,
Zumikon,train station,18|EV|S18|SN18,8.623709,47.3320769,
"Zumikon, Dorfzentrum",bus station,18|919,8.6231428,47.3327934,zumikondorfzentrum
"Zumikon, Gössikon",bus station,919,8.6146335,47.3321338,gossikon|zumikongossikon
Zweidlen,train station,S36,8.4682809,47.5706442,
"Zweidlen, Bahnhof",bus station,540|EV1,8.4684919,47.5705613,zweidlenbahnhof
"Zweidlen, Riverside",bus station,540,8.4782151,47.5689185,riverside|zweidlenriverside
"Zweidlen, Zweidlergraben",bus station,540,8.4774166,47.5647882,zweidlenzweidlergraben|zweidlergraben
"Zwillikon, Fehrenbach",bus station,214,8.4409747,47.286467,fehrenbach|zwillikonfehrenbach
"Zwillikon, Gemeindeplatz",bus station,214,8.4322007,47.2873884,gemeindeplatz|gemeindeplz|zwillikon gemeindeplz|zwillikongemeindeplatz
"Zwillikon, Lochhof",bus station,214,8.4224923,47.2885511,lochhof|zwillikonlochhof
Zürich Affoltern,train station,S6|S21|SN6,8.5087512,47.4209381,affoltern|zurichaffoltern
"Zürich Affoltern, Bahnhof",bus station,37|44|61|62|492|EV1|N2,8.5074,47.4212,affoltern bahnhof|affolternbahnhof|zurichaffolternbahnhof
Zürich Altstetten,train station,EXT|IR|IR35|IR36|RE|RE12|RE36|RE37|S3|S5|S11|S12|S14|S19|S42|SN|SN1|SN5|SN9|SN11,8.4890888,47.3916509,altstetten|zurichaltstetten
"Zürich Altstetten, Bahnhof",bus station,20|31|45|78|80|83|89|N1|N8|N12|N17,8.4884,47.3911,altstetten bahnhof|altstettenbahnhof|zurichaltstettenbahnhof
"Zürich Altstetten, Bahnhof N",station,51|307|485,8.4899,47.3921,altstetten bahnhof n|altstettenbahnhofn|bahnhof n|bahnhofn|zurichaltstettenbahnhofn
Zürich Bellevue (See),station,3734,8.5444302,47.3660921,bellevue see|bellevuesee|zurichbellevuesee
Zürich Binz,train station,76|S10,8.5185559,47.3626309,zurichbinz
Zürich Brunau,train station,S4|SN4,8.5263167,47.3517369,brunau|zurichbrunau
"Zürich Brunau, Bahnhof",station,,8.525998,47.3516859,brunau bahnhof|brunaubahnhof|zurichbrunaubahnhof
Zürich Bürkliplatz (See),station,3730|3731|3734,8.5409923,47.3656662,burkliplatz see|burkliplatzsee|burkliplz see|zurich burkliplz see|zurichburkliplatzsee
Zürich Enge,train station,EXT|IR|RE|S|S2|S8|S23|S24|SN8,8.530647,47.3641183,zurichenge
Zürich Enge (See),station,,8.537265,47.3589013,enge see|engesee|zurichengesee
"Zürich Enge, Bahnhof",station,4|5|6|7|8|13|50|51|161|165|N5|N16,8.5316,47.3641,enge bahnhof|engebahnhof|zurichengebahnhof
"Zürich Enge, Bahnhof/Bederstr.",station,2|5|13|66|200|210|444|445|N5,8.5305,47.3646,bahnhof bederstr|bahnhofbederstr|enge bahnhof bederstr|engebahnhofbederstr|zurichengebahnhofbederstr
Zürich Flughafen,train station,EC|EXT|IC|IC1|IC5|IC8|IC81|IR|IR13|IR36|IR75|N1|RE|RE8|RE13|RE75|RJX|S|S2|S7|S16|S24,8.5628039,47.4500727,flughafen|zurichflughafen
"Zürich Flughafen, Bahnhof",tram station,10|12|510|520|521|524|530|531|731|732|733|734|735|736|739|759|765|768|E|N10,8.5637341,47.4501626,flughafen bahnhof|flughafenbahnhof|zurichflughafenbahnhof
"Zürich Flughafen, Fracht",tram station,10|12|520|521|524|530|531|731|733|734|739|759|765|E|N10,8.5717199,47.4521625,flughafen fracht|flughafenfracht|fracht|zurichflughafenfracht
"Zürich Flughafen, OPC",bus station,520|521|524|530|531|731|733|734|739|759|765|E|N10,8.565692,47.4524462,flughafen opc|flughafenopc|opc|zurichflughafenopc
"Zürich Flughafen, Rega",bus station,739|759,8.5729147,47.4584472,flughafen rega|flughafenrega|rega|zurichflughafenrega
"Zürich Flughafen, Werft",bus station,510|732|735|736|759|768|N10,8.5708116,47.4450024,flughafen werft|flughafenwerft|werft|zurichflughafenwerft
"Zürich Flughafen, Werkhof",station,,8.5501642,47.4442492,flughafen werkhof|flughafenwerkhof|werkhof|zurichflughafenwerkhof
Zürich Friesenberg,train station,32|N2|S10,8.5080208,47.3647618,friesenberg|zurichfriesenberg
Zürich Giesshübel,train station,S4|SN4,8.5219854,47.3626617,giesshubel|zurichgiesshubel
Zürich Hardbrücke,train station,7|EXT|RE37|S|S3|S5|S6|S7|S9|S11|S12|S15|S16|S20|S21|SN|SN1|SN5|SN6|SN7|SN9|SN11,8.5171192,47.3851951,hardbrucke|zurichhardbrucke
"Zürich Hardbrücke, Bahnhof",bus station,8|31|32|33|46|50|51|72|83|EV1|N2|N9|N15|N17|N18|N33,8.5171,47.3852,hardbrucke bahnhof|hardbruckebahnhof|zurichhardbruckebahnhof
Zürich HB,train station,7|612B|EC|EXT|IC|IC1|IC2|IC3|IC5|IC8|IC21|IC81|ICE|IR|IR13|IR16|IR35|IR36|IR37|IR46|IR55|IR70|IR75|N1|N7|NJ|RE|RE8|RE12|RE13|RE25|RE35|RE36|RE37|RE48|RE75|RJX|S|S2|S3|S4|S5|S6|S7|S8|S9|S10|S11|S12|S14|S15|S16|S19|S20|S21|S23|S24|S25|S42|SN|SN1|SN4|SN5|SN6|SN7|SN8|SN9|SN11|TGV,8.537947,47.3784953,hb|zurichhb
Zürich HB Museum,station,,8.538487,47.3789939,hb museum|hbmuseum|zurichhbmuseum
Zürich HB Sihlpost,station,,8.5354638,47.3781681,hb sihlpost|hbsihlpost|zurichhbsihlpost
Zürich HB SZU,train station,S4,8.5390279,47.3776125,hb szu|hbszu|zurichhbszu
Zürich Landesmuseum (See),station,3734,8.5415354,47.3791177,landesmuseum see|landesmuseumsee|zurichlandesmuseumsee
Zürich Leimbach,train station,S4|SN4,8.5190361,47.3334101,leimbach|zurichleimbach
"Zürich Leimbach, Bahnhof",bus station,70|N15,8.5186,47.3333,leimbach bahnhof|leimbachbahnhof|zurichleimbachbahnhof
Zürich Limmatquai,station,3734,8.5426153,47.3730717,limmatquai|zurichlimmatquai
Zürich Manegg,train station,70|N15|S4|SN4,8.5196771,47.3382705,manegg|zurichmanegg
Zürich Oerlikon,train station,7|EXT|IC|IC1|IR|IR13|IR36|N1|RE|RE48|S|S2|S3|S6|S7|S8|S9|S14|S15|S16|S19|S21|S24|SN|SN6|SN7|SN8|SN9,8.5444008,47.4119044,oerlikon|zurichoerlikon
"Zürich Oerlikon, Bahnhof",bus station,8|10|11|17|50|51|61|62|768|781|787|N10|N12|N75|N79,8.5448,47.4115,oerlikon bahnhof|oerlikonbahnhof|zurichoerlikonbahnhof
"Zürich Oerlikon, Bahnhof Nord",bus station,64|80|EV1|EV2|N8,8.5439,47.4124,oerlikon bahnhof nord|oerlikonbahnhofnord|zurichoerlikonbahnhofnord
"Zürich Oerlikon, Bahnhof Ost",bus station,10|12|51|75|768|781|787|E|N9|N10|N75|N79,8.5458,47.4133,oerlikon bahnhof ost|oerlikonbahnhofost|zurichoerlikonbahnhofost
Zürich Polyterrasse,station,24,8.5464,47.3769,polyterrasse|zurichpolyterrasse
Zürich Saalsporthalle,train station,2|5|13|89|200|210|444|445|N2|S4|SN4,8.5222336,47.3572893,saalsporthalle|zurichsaalsporthalle
Zürich Schweighof,train station,73|89|S10,8.50314,47.3649868,schweighof|zurichschweighof
Zürich Seebach,train station,40|42|51|75|742|768|N10|N75|S6|SN6,8.5444973,47.4184699,seebach|zurichseebach
Zürich Selnau,train station,S4|S10|SN4,8.531631,47.3720787,selnau|zurichselnau
"Zürich Selnau, Bahnhof",station,2|7|8|9|10|13|50|51,8.532,47.3707,selnau bahnhof|selnaubahnhof|zurichselnaubahnhof
Zürich Stadelhofen,train station,S|S3|S5|S6|S7|S9|S11|S12|S15|S16|S20|S23|SN|SN1|SN5|SN6|SN7|SN9|SN11,8.5486668,47.3667171,stadelhofen|zurichstadelhofen
"Zürich Stadelhofen, Bahnhof",station,2|4|5|9|11|15|18|EV3|N4,8.5481,47.3663,stadelhofen bahnhof|stadelhofenbahnhof|zurichstadelhofenbahnhof
Zürich Storchen,station,3734,8.5419663,47.3711439,zurichstorchen
Zürich Tiefenbrunnen,train station,S6|S7|S16|SN6|SN7,8.5615328,47.3502214,tiefenbrunnen|zurichtiefenbrunnen
Zürich Tiefenbrunnen (See),station,3731,8.5604261,47.3498364,tiefenbrunnen see|tiefenbrunnensee|zurichtiefenbrunnensee
"Zürich Tiefenbrunnen, Bahnhof",station,2|4|8|11|15|33|912|916|E|N33|N91,8.561,47.3504,tiefenbrunnen bahnhof|tiefenbrunnenbahnhof|zurichtiefenbrunnenbahnhof
Zürich Triemli,train station,9|10|14|33|80|215|220|235|236|245|350|N8|N14|N33|S10,8.4952219,47.3649426,triemli|zurichtriemli
Zürich Wiedikon,train station,EXT|S|S2|S8|S23|S24|SN8,8.5229924,47.3718183,wiedikon|zurichwiedikon
"Zürich Wiedikon, Bahnhof",bus station,4|9|10|11|13|14|15|50|51|67|76|215|220|235|236|245|350|E|N9|N14,8.5242,47.3714,wiedikon bahnhof|wiedikonbahnhof|zurichwiedikonbahnhof
Zürich Wipkingen,train station,EXT|S|S24,8.5291827,47.3922059,wipkingen|zurichwipkingen
"Zürich Wipkingen, Bahnhof",bus station,31|33|46|N33,8.5295,47.3934,wipkingen bahnhof|wipkingenbahnhof|zurichwipkingenbahnhof
Zürich Wollishofen,train station,EXT|S|S8|S23|S24|SN8,8.5338455,47.3477438,wollishofen|zurichwollishofen
Zürich Wollishofen (See),station,3731,8.5368302,47.3455026,wollishofen see|wollishofensee|zurichwollishofensee
"Zürich Wollishofen, Bahnhof",bus station,70|184|185,8.5333,47.3481,wollishofen bahnhof|wollishofenbahnhof|zurichwollishofenbahnhof
"Zürich Wollishofen, Bhf/Werft",bus station,161|165,8.5343,47.3476,bhf werft|bhfwerft|wollishofen bhf werft|wollishofenbhfwerft|zurichwollishofenbhfwerft
"Zürich Wollishofen,Bhf/Staubst",station,4|5|7|8|13|70|161|165|184|185|N16,8.5329,47.347,bhf staubst|bhfstaubst|wollishofen bhf staubst|wollishofenbhfstaubst|zurichwollishofenbhfstaubst
"Zürich, Aargauerstrasse",tram station,51,8.5024777,47.392176,aargauerstr|aargauerstrasse|zurich aargauerstr|zurichaargauerstrasse
"Zürich, Albisgütli",tram station,5|13,8.5077118,47.3519916,albisgutli|zurichalbisgutli
"Zürich, Albisrank",bus station,83|89|N12,8.4946692,47.3798165,albisrank|zurichalbisrank
"Zürich, Albisrieden",tram station,3|80|N3|N8,8.4847892,47.3743834,albisrieden|zurichalbisrieden
"Zürich, Albisriederdörfli",bus station,67|80|N8,8.485218,47.375315,albisriederdorfli|zurichalbisriederdorfli
"Zürich, Albisriederplatz",tram station,2|3|4|9|13|33|51|66|72|83|N3|N9|N15|N18|N33,8.5103963,47.3782145,albisriederplatz|albisriederplz|zurich albisriederplz|zurichalbisriederplatz
"Zürich, Allmendstr./Bhf Manegg",station,,8.5191073,47.3382308,allmendstr bhf manegg|allmendstrbhfmanegg|zurichallmendstrbhfmanegg
"Zürich, Alte Trotte",tram station,50|N13,8.5076465,47.3975973,alte trotte|altetrotte|zurichaltetrotte
"Zürich, Altenhofstrasse",bus station,77,8.5614148,47.3553048,altenhofstr|altenhofstrasse|zurich altenhofstr|zurichaltenhofstrasse
"Zürich, Altes Krematorium",tram station,3|33|66|72|83|N3|N9|N15|N18|N33,8.507872,47.3778061,altes krematorium|alteskrematorium|zurichalteskrematorium
"Zürich, Althoos",bus station,40,8.5240623,47.410703,althoos|zurichalthoos
"Zürich, Altried",tram station,9|61|759|787|N9,8.5910981,47.4057813,altried|zurichaltried
"Zürich, Am Börtli",bus station,38,8.5071441,47.3996258,am bortli|ambortli|zurichambortli
"Zürich, Am Suteracher",bus station,45,8.4697757,47.3909433,am suteracher|amsuteracher|zurichamsuteracher
"Zürich, Appenzellerstrasse",bus station,38,8.5095276,47.3989112,appenzellerstr|appenzellerstrasse|zurich appenzellerstr|zurichappenzellerstrasse
"Zürich, Arnikahof",bus station,64,8.5309612,47.4156392,arnikahof|zuricharnikahof
"Zürich, Aspholz",bus station,37|61,8.5010125,47.4249852,aspholz|zurichaspholz
"Zürich, Aubrücke",bus station,61|62|75|787|N9|N12,8.572127,47.4108803,zurichaubrucke
"Zürich, Ausserdorfstrasse",bus station,75|742|N75,8.5485593,47.4245116,zurich ausserdorfstr|zurichausserdorfstrasse
"Zürich, Auzelg",tram station,12|50|75|N12,8.5688268,47.4170922,auzelg|zurichauzelg
"Zürich, Auzelg Ost",bus station,75,8.5719709,47.4135084,auzelg ost|auzelgost|zurichauzelgost
"Zürich, Bachmattstrasse",tram station,2,8.4830482,47.3889262,bachmattstr|bachmattstrasse|zurich bachmattstr|zurichbachmattstrasse
"Zürich, Bad Allenmoos",tram station,8|11|17|50|N12,8.5377837,47.4058959,bad allenmoos|badallenmoos|zurichbadallenmoos
"Zürich, Bahnhof Affoltern",bus station,37|44|61|62|492|N2,8.5074176,47.4211843,bahnhof affoltern|bahnhofaffoltern|zurichbahnhofaffoltern
"Zürich, Bahnhof Altstetten",tram station,20|31|45|78|80|83|89|485|N1|N8|N12|N17,8.4883761,47.3911087,bahnhof altstetten|bahnhofaltstetten|zurichbahnhofaltstetten
"Zürich, Bahnhof Altstetten N",tram station,51|307,8.489905,47.3920662,bahnhof altstetten n|bahnhofaltstettenn|zurichbahnhofaltstettenn
"Zürich, Bahnhof Enge",tram station,7|8|N5|N16,8.5315739,47.3641276,bahnhof enge|bahnhofenge|zurichbahnhofenge
"Zürich, Bahnhof Enge/Bederstr.",tram station,5|13|66|200|210|N5,8.5304572,47.3645519,bahnhof enge bederstr|bahnhofengebederstr|zurichbahnhofengebederstr
"Zürich, Bahnhof Hardbrücke",tram station,8|33|72|83|N9|N15|N18|N33,8.5170929,47.3852043,bahnhof hardbrucke|bahnhofhardbrucke|zurichbahnhofhardbrucke
"Zürich, Bahnhof Leimbach",bus station,70|N15,8.5185963,47.3332523,bahnhof leimbach|bahnhofleimbach|zurichbahnhofleimbach
"Zürich, Bahnhof Oerlikon",tram station,50|61|62|768|781|787|N12|N75|N79,8.5448687,47.4114682,bahnhof oerlikon|bahnhofoerlikon|zurichbahnhofoerlikon
"Zürich, Bahnhof Oerlikon Nord",bus station,64|80|N8,8.5439341,47.4124036,bahnhof oerlikon nord|bahnhofoerlikonnord|zurichbahnhofoerlikonnord
"Zürich, Bahnhof Oerlikon Ost",tram station,10|51|75|768|781|787|N9|N10|N12|N75|N79,8.5460991,47.4132824,bahnhof oerlikon ost|bahnhofoerlikonost|zurichbahnhofoerlikonost
"Zürich, Bahnhof Selnau",tram station,8,8.5320126,47.3706719,bahnhof selnau|bahnhofselnau|zurichbahnhofselnau
"Zürich, Bahnhof Stadelhofen",tram station,2|4|5|N4|S18|SN18,8.5481546,47.3662812,bahnhof stadelhofen|bahnhofstadelhofen|zurichbahnhofstadelhofen
"Zürich, Bahnhof Stettbach",tram station,7|12|743|745|751|752|754|760|N6|N7|N76|N77|N78,8.5961337,47.3972756,bahnhof stettbach|bahnhofstettbach|stettbach|zurichbahnhofstettbach
"Zürich, Bahnhof Tiefenbrunnen",tram station,11|15|33|912|916|N33|N91,8.5609942,47.3504155,bahnhof tiefenbrunnen|bahnhoftiefenbrunnen|zurichbahnhoftiefenbrunnen
"Zürich, Bahnhof Wiedikon",tram station,9|14|67|76|215|220|235|236|245|N9|N14,8.5242032,47.3714562,bahnhof wiedikon|bahnhofwiedikon|zurichbahnhofwiedikon
"Zürich, Bahnhof Wipkingen",bus station,33|46|N33,8.5297893,47.3933696,bahnhof wipkingen|bahnhofwipkingen|zurichbahnhofwipkingen
"Zürich, Bahnhof Wollishofen",bus station,70|184|185,8.5333107,47.3481267,bahnhof wollishofen|bahnhofwollishofen|zurichbahnhofwollishofen
"Zürich, Bahnhofplatz/HB",tram station,2|3|4|6|7|9|10|11|13|14|15|31|33|50|51|E|EV1|EV2|N1|N3|N4|N5|N6|N10|N13|N14|N46|N71|N74|N91,8.5392985,47.3772501,bahnhofplatz hb|bahnhofplatzhb|bahnhofplz hb|zurich bahnhofplz hb|zurichbahnhofplatzhb
"Zürich, Bahnhofquai/HB",bus station,31|46|E,8.5416871,47.3774882,bahnhofquai hb|bahnhofquaihb|zurichbahnhofquaihb
"Zürich, Bahnhofstrasse/HB",tram station,4|7|10|11|13|15|N7|N16|N17|N91,8.5394495,47.3762232,bahnhofstr hb|bahnhofstrasse hb|bahnhofstrassehb|zurich bahnhofstr hb|zurichbahnhofstrassehb
"Zürich, Balgrist",tram station,4|11|18|77|99|E|N4|S18|SN18,8.5750078,47.3546142,balgrist|zurichbalgrist
"Zürich, Balgrist Ost",bus station,77,8.5750372,47.3547488,balgrist ost|balgristost|zurichbalgristost
"Zürich, Baslerstrasse",bus station,83|89|N12,8.4901445,47.3887629,baslerstr|baslerstrasse|zurich baslerstr|zurichbaslerstrasse
"Zürich, Beckenhof",tram station,8|17|50|51,8.5404462,47.3840844,beckenhof|zurichbeckenhof
